DateKey,Date,FullDateUK,FullDateUSA,DayOfMonth,DaySuffix,DayName,DayOfWeekUSA,DayOfWeekUK,DayOfWeekInMonth,DayOfWeekInYear,DayOfQuarter,DayOfYear,WeekOfMonth,WeekOfQuarter,WeekOfYear,Month,MonthName,MonthOfQuarter,Quarter,QuarterName,Year,YearName,MonthYear,MMYYYY,FirstDayOfMonth,LastDayOfMonth,FirstDayOfQuarter,LastDayOfQuarter,FirstDayOfYear,LastDayOfYear,IsHolidayUSA,IsWeekday,HolidayUSA,IsHolidayUK,HolidayUK,FiscalDayOfYear,FiscalWeekOfYear,FiscalMonth,FiscalQuarter,FiscalQuarterName,FiscalYear,FiscalYearName,FiscalMonthYear,FiscalMMYYYY,FiscalFirstDayOfMonth,FiscalLastDayOfMonth,FiscalFirstDayOfQuarter,FiscalLastDayOfQuarter,FiscalFirstDayOfYear,FiscalLastDayOfYear
20100108,"Friday, January 8, 2010",8/1/2010,1/8/2010,8,8th,Friday,6,5,2,2,2,8,2,2,2,1,January,1,1,First,2010,CY 2010,Jan-10,12010,"Friday, January 1, 2010","Sunday, January 31, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,6,1,1,1,First,2010,FY 2010,Jan-10,12010,"Sunday, January 3, 2010","Saturday, January 30, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100208,"Monday, February 8, 2010",8/2/2010,2/8/2010,8,8th,Monday,2,1,2,6,6,39,2,6,7,2,February,2,1,First,2010,CY 2010,Feb-10,22010,"Monday, February 1, 2010","Sunday, February 28, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,37,6,2,1,First,2010,FY 2010,Feb-10,22010,"Sunday, January 31, 2010","Saturday, March 6, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100209,"Tuesday, February 9, 2010",9/2/2010,2/9/2010,9,9th,Tuesday,3,2,2,6,6,40,2,6,7,2,February,2,1,First,2010,CY 2010,Feb-10,22010,"Monday, February 1, 2010","Sunday, February 28, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,38,6,2,1,First,2010,FY 2010,Feb-10,22010,"Sunday, January 31, 2010","Saturday, March 6, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100210,"Wednesday, February 10, 2010",10/2/2010,2/10/2010,10,10th,Wednesday,4,3,2,6,6,41,2,6,7,2,February,2,1,First,2010,CY 2010,Feb-10,22010,"Monday, February 1, 2010","Sunday, February 28, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,39,6,2,1,First,2010,FY 2010,Feb-10,22010,"Sunday, January 31, 2010","Saturday, March 6, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100211,"Thursday, February 11, 2010",11/2/2010,2/11/2010,11,11th,Thursday,5,4,2,6,6,42,2,6,7,2,February,2,1,First,2010,CY 2010,Feb-10,22010,"Monday, February 1, 2010","Sunday, February 28, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,40,6,2,1,First,2010,FY 2010,Feb-10,22010,"Sunday, January 31, 2010","Saturday, March 6, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100212,"Friday, February 12, 2010",12/2/2010,2/12/2010,12,12th,Friday,6,5,2,7,7,43,2,7,7,2,February,2,1,First,2010,CY 2010,Feb-10,22010,"Monday, February 1, 2010","Sunday, February 28, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,41,6,2,1,First,2010,FY 2010,Feb-10,22010,"Sunday, January 31, 2010","Saturday, March 6, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100308,"Monday, March 8, 2010",8/3/2010,3/8/2010,8,8th,Monday,2,1,2,10,10,67,2,10,11,3,March,3,1,First,2010,CY 2010,Mar-10,32010,"Monday, March 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,65,10,3,1,First,2010,FY 2010,Mar-10,32010,"Sunday, March 7, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100309,"Tuesday, March 9, 2010",9/3/2010,3/9/2010,9,9th,Tuesday,3,2,2,10,10,68,2,10,11,3,March,3,1,First,2010,CY 2010,Mar-10,32010,"Monday, March 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,66,10,3,1,First,2010,FY 2010,Mar-10,32010,"Sunday, March 7, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100310,"Wednesday, March 10, 2010",10/3/2010,3/10/2010,10,10th,Wednesday,4,3,2,10,10,69,2,10,11,3,March,3,1,First,2010,CY 2010,Mar-10,32010,"Monday, March 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,67,10,3,1,First,2010,FY 2010,Mar-10,32010,"Sunday, March 7, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100311,"Thursday, March 11, 2010",11/3/2010,3/11/2010,11,11th,Thursday,5,4,2,10,10,70,2,10,11,3,March,3,1,First,2010,CY 2010,Mar-10,32010,"Monday, March 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,68,10,3,1,First,2010,FY 2010,Mar-10,32010,"Sunday, March 7, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100312,"Friday, March 12, 2010",12/3/2010,3/12/2010,12,12th,Friday,6,5,2,11,11,71,2,11,11,3,March,3,1,First,2010,CY 2010,Mar-10,32010,"Monday, March 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Wednesday, March 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,69,10,3,1,First,2010,FY 2010,Mar-10,32010,"Sunday, March 7, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, April 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100408,"Thursday, April 8, 2010",8/4/2010,4/8/2010,8,8th,Thursday,5,4,2,14,2,98,2,2,15,4,April,1,2,Second,2010,CY 2010,Apr-10,42010,"Thursday, April 1, 2010","Friday, April 30, 2010","Thursday, April 1, 2010","Wednesday, June 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,96,14,4,2,Second,2010,FY 2010,Apr-10,42010,"Sunday, April 4, 2010","Saturday, May 1, 2010","Sunday, April 4, 2010","Saturday, July 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100409,"Friday, April 9, 2010",9/4/2010,4/9/2010,9,9th,Friday,6,5,2,15,2,99,2,2,15,4,April,1,2,Second,2010,CY 2010,Apr-10,42010,"Thursday, April 1, 2010","Friday, April 30, 2010","Thursday, April 1, 2010","Wednesday, June 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,97,14,4,2,Second,2010,FY 2010,Apr-10,42010,"Sunday, April 4, 2010","Saturday, May 1, 2010","Sunday, April 4, 2010","Saturday, July 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100608,"Tuesday, June 8, 2010",8/6/2010,6/8/2010,8,8th,Tuesday,3,2,2,23,10,159,2,10,24,6,June,3,2,Second,2010,CY 2010,Jun-10,62010,"Tuesday, June 1, 2010","Wednesday, June 30, 2010","Thursday, April 1, 2010","Wednesday, June 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,157,23,6,2,Second,2010,FY 2010,Jun-10,62010,"Sunday, June 6, 2010","Saturday, July 3, 2010","Sunday, April 4, 2010","Saturday, July 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100609,"Wednesday, June 9, 2010",9/6/2010,6/9/2010,9,9th,Wednesday,4,3,2,23,10,160,2,10,24,6,June,3,2,Second,2010,CY 2010,Jun-10,62010,"Tuesday, June 1, 2010","Wednesday, June 30, 2010","Thursday, April 1, 2010","Wednesday, June 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,158,23,6,2,Second,2010,FY 2010,Jun-10,62010,"Sunday, June 6, 2010","Saturday, July 3, 2010","Sunday, April 4, 2010","Saturday, July 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100610,"Thursday, June 10, 2010",10/6/2010,6/10/2010,10,10th,Thursday,5,4,2,23,11,161,2,11,24,6,June,3,2,Second,2010,CY 2010,Jun-10,62010,"Tuesday, June 1, 2010","Wednesday, June 30, 2010","Thursday, April 1, 2010","Wednesday, June 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,159,23,6,2,Second,2010,FY 2010,Jun-10,62010,"Sunday, June 6, 2010","Saturday, July 3, 2010","Sunday, April 4, 2010","Saturday, July 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100611,"Friday, June 11, 2010",11/6/2010,6/11/2010,11,11th,Friday,6,5,2,24,11,162,2,11,24,6,June,3,2,Second,2010,CY 2010,Jun-10,62010,"Tuesday, June 1, 2010","Wednesday, June 30, 2010","Thursday, April 1, 2010","Wednesday, June 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,160,23,6,2,Second,2010,FY 2010,Jun-10,62010,"Sunday, June 6, 2010","Saturday, July 3, 2010","Sunday, April 4, 2010","Saturday, July 3, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100708,"Thursday, July 8, 2010",8/7/2010,7/8/2010,8,8th,Thursday,5,4,2,27,2,189,2,2,28,7,July,1,3,Third,2010,CY 2010,Jul-10,72010,"Thursday, July 1, 2010","Saturday, July 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,187,27,7,3,Third,2010,FY 2010,Jul-10,72010,"Sunday, July 4, 2010","Saturday, July 31, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100709,"Friday, July 9, 2010",9/7/2010,7/9/2010,9,9th,Friday,6,5,2,28,2,190,2,2,28,7,July,1,3,Third,2010,CY 2010,Jul-10,72010,"Thursday, July 1, 2010","Saturday, July 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,188,27,7,3,Third,2010,FY 2010,Jul-10,72010,"Sunday, July 4, 2010","Saturday, July 31, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100809,"Monday, August 9, 2010",9/8/2010,8/9/2010,9,9th,Monday,2,1,2,32,6,221,2,6,33,8,August,2,3,Third,2010,CY 2010,Aug-10,82010,"Sunday, August 1, 2010","Tuesday, August 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,219,32,8,3,Third,2010,FY 2010,Aug-10,82010,"Sunday, August 1, 2010","Saturday, September 4, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100810,"Tuesday, August 10, 2010",10/8/2010,8/10/2010,10,10th,Tuesday,3,2,2,32,6,222,2,6,33,8,August,2,3,Third,2010,CY 2010,Aug-10,82010,"Sunday, August 1, 2010","Tuesday, August 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,220,32,8,3,Third,2010,FY 2010,Aug-10,82010,"Sunday, August 1, 2010","Saturday, September 4, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100811,"Wednesday, August 11, 2010",11/8/2010,8/11/2010,11,11th,Wednesday,4,3,2,32,6,223,2,6,33,8,August,2,3,Third,2010,CY 2010,Aug-10,82010,"Sunday, August 1, 2010","Tuesday, August 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,221,32,8,3,Third,2010,FY 2010,Aug-10,82010,"Sunday, August 1, 2010","Saturday, September 4, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100812,"Thursday, August 12, 2010",12/8/2010,8/12/2010,12,12th,Thursday,5,4,2,32,7,224,2,7,33,8,August,2,3,Third,2010,CY 2010,Aug-10,82010,"Sunday, August 1, 2010","Tuesday, August 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,222,32,8,3,Third,2010,FY 2010,Aug-10,82010,"Sunday, August 1, 2010","Saturday, September 4, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100813,"Friday, August 13, 2010",13/08/2010,8/13/2010,13,13th,Friday,6,5,2,33,7,225,2,7,33,8,August,2,3,Third,2010,CY 2010,Aug-10,82010,"Sunday, August 1, 2010","Tuesday, August 31, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,223,32,8,3,Third,2010,FY 2010,Aug-10,82010,"Sunday, August 1, 2010","Saturday, September 4, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100908,"Wednesday, September 8, 2010",8/9/2010,9/8/2010,8,8th,Wednesday,4,3,2,36,10,251,2,10,37,9,September,3,3,Third,2010,CY 2010,Sep-10,92010,"Wednesday, September 1, 2010","Thursday, September 30, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,249,36,9,3,Third,2010,FY 2010,Sep-10,92010,"Sunday, September 5, 2010","Saturday, October 2, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100909,"Thursday, September 9, 2010",9/9/2010,9/9/2010,9,9th,Thursday,5,4,2,36,11,252,2,11,37,9,September,3,3,Third,2010,CY 2010,Sep-10,92010,"Wednesday, September 1, 2010","Thursday, September 30, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,250,36,9,3,Third,2010,FY 2010,Sep-10,92010,"Sunday, September 5, 2010","Saturday, October 2, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20100910,"Friday, September 10, 2010",10/9/2010,9/10/2010,10,10th,Friday,6,5,2,37,11,253,2,11,37,9,September,3,3,Third,2010,CY 2010,Sep-10,92010,"Wednesday, September 1, 2010","Thursday, September 30, 2010","Thursday, July 1, 2010","Thursday, September 30, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,251,36,9,3,Third,2010,FY 2010,Sep-10,92010,"Sunday, September 5, 2010","Saturday, October 2, 2010","Sunday, July 4, 2010","Saturday, October 2, 2010","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101008,"Friday, October 8, 2010",8/10/2010,10/8/2010,8,8th,Friday,6,5,2,41,2,281,2,2,41,10,October,1,4,Fourth,2010,CY 2010,Oct-10,102010,"Friday, October 1, 2010","Sunday, October 31, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,279,40,10,4,Fourth,2010,FY 2010,Oct-10,102010,"Sunday, October 3, 2010","Saturday, October 30, 2010","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101108,"Monday, November 8, 2010",8/11/2010,11/8/2010,8,8th,Monday,2,1,2,45,6,312,2,6,46,11,November,2,4,Fourth,2010,CY 2010,Nov-10,112010,"Monday, November 1, 2010","Tuesday, November 30, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,310,45,11,4,Fourth,2010,FY 2010,Nov-10,112010,"Sunday, October 31, 2010","Saturday, December 4, 2010","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101109,"Tuesday, November 9, 2010",9/11/2010,11/9/2010,9,9th,Tuesday,3,2,2,45,6,313,2,6,46,11,November,2,4,Fourth,2010,CY 2010,Nov-10,112010,"Monday, November 1, 2010","Tuesday, November 30, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,311,45,11,4,Fourth,2010,FY 2010,Nov-10,112010,"Sunday, October 31, 2010","Saturday, December 4, 2010","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101110,"Wednesday, November 10, 2010",10/11/2010,11/10/2010,10,10th,Wednesday,4,3,2,45,6,314,2,6,46,11,November,2,4,Fourth,2010,CY 2010,Nov-10,112010,"Monday, November 1, 2010","Tuesday, November 30, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,312,45,11,4,Fourth,2010,FY 2010,Nov-10,112010,"Sunday, October 31, 2010","Saturday, December 4, 2010","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101111,"Thursday, November 11, 2010",11/11/2010,11/11/2010,11,11th,Thursday,5,4,2,45,6,315,2,6,46,11,November,2,4,Fourth,2010,CY 2010,Nov-10,112010,"Monday, November 1, 2010","Tuesday, November 30, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,313,45,11,4,Fourth,2010,FY 2010,Nov-10,112010,"Sunday, October 31, 2010","Saturday, December 4, 2010","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101112,"Friday, November 12, 2010",12/11/2010,11/12/2010,12,12th,Friday,6,5,2,46,7,316,2,7,46,11,November,2,4,Fourth,2010,CY 2010,Nov-10,112010,"Monday, November 1, 2010","Tuesday, November 30, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,314,45,11,4,Fourth,2010,FY 2010,Nov-10,112010,"Sunday, October 31, 2010","Saturday, December 4, 2010","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101208,"Wednesday, December 8, 2010",8/12/2010,12/8/2010,8,8th,Wednesday,4,3,2,49,10,342,2,10,50,12,December,3,4,Fourth,2010,CY 2010,Dec-10,122010,"Wednesday, December 1, 2010","Friday, December 31, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,340,49,12,4,Fourth,2010,FY 2010,Dec-10,122010,"Sunday, December 5, 2010","Saturday, January 1, 2011","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101209,"Thursday, December 9, 2010",9/12/2010,12/9/2010,9,9th,Thursday,5,4,2,49,10,343,2,10,50,12,December,3,4,Fourth,2010,CY 2010,Dec-10,122010,"Wednesday, December 1, 2010","Friday, December 31, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,341,49,12,4,Fourth,2010,FY 2010,Dec-10,122010,"Sunday, December 5, 2010","Saturday, January 1, 2011","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20101210,"Friday, December 10, 2010",10/12/2010,12/10/2010,10,10th,Friday,6,5,2,50,11,344,2,11,50,12,December,3,4,Fourth,2010,CY 2010,Dec-10,122010,"Wednesday, December 1, 2010","Friday, December 31, 2010","Friday, October 1, 2010","Friday, December 31, 2010","Friday, January 1, 2010","Friday, December 31, 2010",FALSE,TRUE,,FALSE,,342,49,12,4,Fourth,2010,FY 2010,Dec-10,122010,"Sunday, December 5, 2010","Saturday, January 1, 2011","Sunday, October 3, 2010","Saturday, January 1, 2011","Sunday, January 3, 2010","Saturday, January 1, 2011"
20110208,"Tuesday, February 8, 2011",8/2/2011,2/8/2011,8,8th,Tuesday,3,2,2,6,6,39,2,6,7,2,February,2,1,First,2011,CY 2011,Feb-11,22011,"Tuesday, February 1, 2011","Monday, February 28, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,38,6,2,1,First,2011,FY 2011,Feb-11,22011,"Sunday, January 30, 2011","Saturday, March 5, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110209,"Wednesday, February 9, 2011",9/2/2011,2/9/2011,9,9th,Wednesday,4,3,2,6,6,40,2,6,7,2,February,2,1,First,2011,CY 2011,Feb-11,22011,"Tuesday, February 1, 2011","Monday, February 28, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,39,6,2,1,First,2011,FY 2011,Feb-11,22011,"Sunday, January 30, 2011","Saturday, March 5, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110210,"Thursday, February 10, 2011",10/2/2011,2/10/2011,10,10th,Thursday,5,4,2,6,6,41,2,6,7,2,February,2,1,First,2011,CY 2011,Feb-11,22011,"Tuesday, February 1, 2011","Monday, February 28, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,40,6,2,1,First,2011,FY 2011,Feb-11,22011,"Sunday, January 30, 2011","Saturday, March 5, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110211,"Friday, February 11, 2011",11/2/2011,2/11/2011,11,11th,Friday,6,5,2,6,6,42,2,6,7,2,February,2,1,First,2011,CY 2011,Feb-11,22011,"Tuesday, February 1, 2011","Monday, February 28, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,41,6,2,1,First,2011,FY 2011,Feb-11,22011,"Sunday, January 30, 2011","Saturday, March 5, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110308,"Tuesday, March 8, 2011",8/3/2011,3/8/2011,8,8th,Tuesday,3,2,2,10,10,67,2,10,11,3,March,3,1,First,2011,CY 2011,Mar-11,32011,"Tuesday, March 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,66,10,3,1,First,2011,FY 2011,Mar-11,32011,"Sunday, March 6, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110309,"Wednesday, March 9, 2011",9/3/2011,3/9/2011,9,9th,Wednesday,4,3,2,10,10,68,2,10,11,3,March,3,1,First,2011,CY 2011,Mar-11,32011,"Tuesday, March 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,67,10,3,1,First,2011,FY 2011,Mar-11,32011,"Sunday, March 6, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110310,"Thursday, March 10, 2011",10/3/2011,3/10/2011,10,10th,Thursday,5,4,2,10,10,69,2,10,11,3,March,3,1,First,2011,CY 2011,Mar-11,32011,"Tuesday, March 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,68,10,3,1,First,2011,FY 2011,Mar-11,32011,"Sunday, March 6, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110311,"Friday, March 11, 2011",11/3/2011,3/11/2011,11,11th,Friday,6,5,2,10,10,70,2,10,11,3,March,3,1,First,2011,CY 2011,Mar-11,32011,"Tuesday, March 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Thursday, March 31, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,69,10,3,1,First,2011,FY 2011,Mar-11,32011,"Sunday, March 6, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, April 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110408,"Friday, April 8, 2011",8/4/2011,4/8/2011,8,8th,Friday,6,5,2,14,2,98,2,2,15,4,April,1,2,Second,2011,CY 2011,Apr-11,42011,"Friday, April 1, 2011","Saturday, April 30, 2011","Friday, April 1, 2011","Thursday, June 30, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,97,14,4,2,Second,2011,FY 2011,Apr-11,42011,"Sunday, April 3, 2011","Saturday, April 30, 2011","Sunday, April 3, 2011","Saturday, July 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
20110509,"Monday, May 9, 2011",9/5/2011,5/9/2011,9,9th,Monday,2,1,2,19,6,129,2,6,20,5,May,2,2,Second,2011,CY 2011,May-11,52011,"Sunday, May 1, 2011","Tuesday, May 31, 2011","Friday, April 1, 2011","Thursday, June 30, 2011","Saturday, January 1, 2011","Saturday, December 31, 2011",FALSE,TRUE,,FALSE,,128,19,5,2,Second,2011,FY 2011,May-11,52011,"Sunday, May 1, 2011","Saturday, June 4, 2011","Sunday, April 3, 2011","Saturday, July 2, 2011","Sunday, January 2, 2011","Saturday, January 7, 2012"
